Feedback_ID,Feedback_Text
Z07354,Very unhappy with the platform today. It's becoming very unreliable. because of occasional chart freezes.
Z06058,Why does Kite always have the lack of a specific indicator during market open? This is unacceptable.
Z08177,"The recent update seems to have caused more problems, especially problems with Console reports."
Z01803,"I'm really impressed with the the tradingview charts. Keep up the great work, Zerodha team!"
Z03363,The minimalist and clean design of Kite is perfect for focused trading. Highly recommended!
Z03730,Love the minimalist UI of Kite!
Z06524,The phone support line is always busy. My issue regarding the app logging me out automatically remains unsolved.
Z04913,The minimalist and top-notch design of Kite is perfect for focused trading. Highly recommended!
Z08129,Please fix the the lack of a specific indicator!
Z06653,"The recent update seems to have caused more problems, especially GTT order trigger failures."
Z01704,The minimalist and reliable design of Kite is perfect for focused trading. Highly recommended!
Z07845,"The recent update seems to have caused more problems, especially delayed market data."
Z06118,Very unhappy with the platform today. It's becoming very unreliable. because of login issues during peak hours.
Z06345,Why does Kite always have GTT order trigger failures during market open? This is unacceptable.
Z09887,Please fix the delayed market data!
Z00323,"Best trading platform in India, hands down."
Z03867,Order execution speed is fantastic.
Z08813,Very unhappy with the platform today. I missed out on a key trade. because of customer support delays.
Z08760,"The UI is clean, but the app is useless if I can't log in."
Z06909,Why does Kite always have GTT order trigger failures during market open? This is unacceptable.
Z01812,Love the blazing fast UI of Kite!
Z04155,Love the clean UI of Kite!
Z02015,"Best trading platform in India, hands down."
Z01087,The minimalist and blazing fast design of Kite is perfect for focused trading. Highly recommended!
Z02085,"I'm really impressed with the kite's user interface. Keep up the great work, Zerodha team!"
Z09530,"The UI is clean, but the app is useless if I can't log in."
Z08431,I am tired of facing login issues during peak hours. I'm thinking of moving to a different broker due to this.
Z04866,Love the excellent UI of Kite!
Z07992,Kite has serious problems with Console reports.
Z09489,Why does Kite always have occasional chart freezes during market open? This is unacceptable.
Z08820,I am tired of facing login issues during peak hours. It's becoming very unreliable.
Z05174,"The UI is clean, but the app is useless if I can't log in."
Z00730,"Best trading platform in India, hands down."
Z03750,The minimalist and clean design of Kite is perfect for focused trading. Highly recommended!
Z02547,Zerodha's the minimalist design is blazing fast. works perfectly every time.
Z09505,Please fix the occasional chart freezes!
Z08085,Why does Kite always have problems with Console reports during market open? This is unacceptable.
Z09307,Very unhappy with the platform today. This is frustrating for a frequent trader. because of customer support delays.
Z08596,Please fix the occasional chart freezes!
Z02822,"Best trading platform in India, hands down."
Z03197,Love the excellent UI of Kite!
Z06098,My ticket has been open for over a week with no resolution. My issue regarding login issues during peak hours remains unsolved.
Z08113,Kite has serious fund withdrawal processing time.
Z07251,The support team seems to use scripted answers and doesn't solve the actual problem. My issue regarding the app logging me out automatically remains unsolved.
Z06602,"The recent update seems to have caused more problems, especially occasional chart freezes."
Z04224,Love the efficient UI of Kite!
Z06457,Why does Kite always have delayed market data during market open? This is unacceptable.
Z00452,"I'm really impressed with the the kite connect api. Keep up the great work, Zerodha team!"
Z02599,"Best trading platform in India, hands down."
Z02531,Zerodha's the tradingview charts is top-notch. is a key reason I use Zerodha.
Z08162,Getting a response from customer support takes forever. My issue regarding GTT order trigger failures remains unsolved.
Z05950,"The UI is clean, but the app is useless if I can't log in."
Z01853,Kite is so blazing fast. The the kite connect api has significantly improved my trading discipline.
Z07221,Please fix the delayed market data!
Z00386,"Best trading platform in India, hands down."
Z08480,"The UI is clean, but the app is useless if I can't log in."
Z00123,The minimalist design is fantastic.
Z02900,"Best trading platform in India, hands down."
Z06532,Why does Kite always have fund withdrawal processing time during market open? This is unacceptable.
Z00124,The minimalist and top-notch design of Kite is perfect for focused trading. Highly recommended!
Z04180,Kite is so reliable. The the minimalist design is the best in the market.
Z01351,Kite is so top-notch. The the kite connect api has significantly improved my trading discipline.
Z08141,Very unhappy with the platform today. This is frustrating for a frequent trader. because of GTT order trigger failures.
Z07523,Kite has serious problems with Console reports.
Z02542,Kite's user interface is fantastic.
Z07557,I am tired of facing GTT order trigger failures. It's becoming very unreliable.
Z02063,"Best trading platform in India, hands down."
Z05715,Please fix the login issues during peak hours!
Z05504,I am tired of facing the app logging me out automatically. It's becoming very unreliable.
Z00692,The minimalist design is fantastic.
Z00802,"Best trading platform in India, hands down."
Z07909,Why does Kite always have occasional chart freezes during market open? This is unacceptable.
Z02039,"I'm really impressed with the the search function. Keep up the great work, Zerodha team!"
Z06139,I am tired of facing problems with Console reports. I'm thinking of moving to a different broker due to this.
Z08374,Please fix the GTT order trigger failures!
Z04496,Zerodha's the overall stability is minimalist. has significantly improved my trading discipline.
Z09026,Why does Kite always have fund withdrawal processing time during market open? This is unacceptable.
Z04154,Zerodha's the overall stability is blazing fast. has significantly improved my trading discipline.
Z06043,The phone support line is always busy. My issue regarding delayed market data remains unsolved.
Z09368,"The UI is clean, but the app is useless if I can't log in."
Z06903,"The recent update seems to have caused more problems, especially delayed market data."
Z05279,Please fix the GTT order trigger failures!
Z01402,"Best trading platform in India, hands down."
Z04243,Kite's user interface is fantastic.
Z09845,Please fix the login issues during peak hours!
Z07915,Very unhappy with the platform today. I'm thinking of moving to a different broker due to this. because of occasional chart freezes.
Z08929,Why does Kite always have login issues during peak hours during market open? This is unacceptable.
Z05632,Please fix the occasional chart freezes!
Z08088,The support team seems to use scripted answers and doesn't solve the actual problem. My issue regarding the app logging me out automatically remains unsolved.
Z03671,Zerodha's the search function is reliable. is a key reason I use Zerodha.
Z07113,Very unhappy with the platform today. It's becoming very unreliable. because of delayed market data.
Z04091,Zerodha's the search function is excellent. has significantly improved my trading discipline.
Z08339,"The recent update seems to have caused more problems, especially the lack of a specific indicator."
Z08579,"The UI is clean, but the app is useless if I can't log in."
Z09953,I am tired of facing the app logging me out automatically. It's becoming very unreliable.
Z08633,I am tired of facing customer support delays. I'm thinking of moving to a different broker due to this.
Z09638,Why does Kite always have the app logging me out automatically during market open? This is unacceptable.
Z04296,"I'm really impressed with the the gtt order feature. Keep up the great work, Zerodha team!"
Z09621,Very unhappy with the platform today. It needs to be addressed immediately. because of occasional chart freezes.
Z00449,Zerodha's the kite connect api is minimalist. works perfectly every time.
Z09425,"The UI is clean, but the app is useless if I can't log in."
Z05562,Why does Kite always have fund withdrawal processing time during market open? This is unacceptable.
Z07326,Kite has serious delayed market data.
Z09056,I am tired of facing login issues during peak hours. This is frustrating for a frequent trader.
Z05727,My ticket has been open for over a week with no resolution. My issue regarding fund withdrawal processing time remains unsolved.
Z06411,Very unhappy with the platform today. It's becoming very unreliable. because of login issues during peak hours.
Z02544,The minimalist and reliable design of Kite is perfect for focused trading. Highly recommended!
Z06898,Why does Kite always have fund withdrawal processing time during market open? This is unacceptable.
Z07049,"The recent update seems to have caused more problems, especially problems with Console reports."
Z02381,The minimalist and excellent design of Kite is perfect for focused trading. Highly recommended!
Z04002,Order execution speed is fantastic.
Z00501,Kite is so minimalist. The order execution speed works perfectly every time.
Z08293,Why does Kite always have GTT order trigger failures during market open? This is unacceptable.
Z01927,Kite is so user-friendly. The the kite connect api is the best in the market.
Z03464,The search function is fantastic.
Z00160,The minimalist and blazing fast design of Kite is perfect for focused trading. Highly recommended!
Z09303,Please fix the the app logging me out automatically!
Z05772,Please fix the login issues during peak hours!
Z01357,Love the minimalist UI of Kite!
Z06609,Kite has serious the app logging me out automatically.
Z01684,Zerodha's the console dashboard is minimalist. has significantly improved my trading discipline.
Z03819,Love the incredibly smooth UI of Kite!
Z09583,I am tired of facing customer support delays. I missed out on a key trade.
Z00227,"I'm really impressed with the the gtt order feature. Keep up the great work, Zerodha team!"
Z08174,"The recent update seems to have caused more problems, especially occasional chart freezes."
Z07811,The support team seems to use scripted answers and doesn't solve the actual problem. My issue regarding login issues during peak hours remains unsolved.
Z04966,"I'm really impressed with the the console dashboard. Keep up the great work, Zerodha team!"
Z00817,Kite is so excellent. The the kite connect api is a key reason I use Zerodha.
Z02081,"I'm really impressed with the the search function. Keep up the great work, Zerodha team!"
Z09509,Very unhappy with the platform today. I missed out on a key trade. because of GTT order trigger failures.
Z09464,Very unhappy with the platform today. This is frustrating for a frequent trader. because of delayed market data.
Z02632,Kite is so incredibly smooth. The the search function is the best in the market.
Z09669,Why does Kite always have the app logging me out automatically during market open? This is unacceptable.
Z01999,Zerodha's order execution speed is incredibly smooth. works perfectly every time.
Z00827,The minimalist and blazing fast design of Kite is perfect for focused trading. Highly recommended!
Z08718,"The recent update seems to have caused more problems, especially fund withdrawal processing time."
Z07585,Kite has serious delayed market data.
Z04268,Zerodha's order execution speed is excellent. is the best in the market.
Z08573,"The recent update seems to have caused more problems, especially occasional chart freezes."
Z07495,Why does Kite always have occasional chart freezes during market open? This is unacceptable.
Z02078,"I'm really impressed with the the minimalist design. Keep up the great work, Zerodha team!"
Z01216,Kite is so efficient. The the tradingview charts is a key reason I use Zerodha.
Z02633,The minimalist and reliable design of Kite is perfect for focused trading. Highly recommended!
Z00705,Zerodha's the overall stability is user-friendly. has significantly improved my trading discipline.
Z03758,Kite is so incredibly smooth. The the gtt order feature works perfectly every time.
Z04258,"I'm really impressed with the the minimalist design. Keep up the great work, Zerodha team!"
Z01654,Zerodha's the gtt order feature is efficient. is a key reason I use Zerodha.
Z05132,The support team seems to use scripted answers and doesn't solve the actual problem. My issue regarding customer support delays remains unsolved.
Z09053,Very unhappy with the platform today. It's becoming very unreliable. because of the lack of a specific indicator.
Z02728,Zerodha's the minimalist design is excellent. makes trading a breeze.
Z09280,Please fix the problems with Console reports!
Z04671,Love the user-friendly UI of Kite!
Z09484,"The UI is clean, but the app is useless if I can't log in."
Z00056,The minimalist and top-notch design of Kite is perfect for focused trading. Highly recommended!
Z06638,Getting a response from customer support takes forever. My issue regarding fund withdrawal processing time remains unsolved.
Z03835,"Best trading platform in India, hands down."
Z03631,The GTT order feature is fantastic.
Z07154,I am tired of facing problems with Console reports. I missed out on a key trade.
Z08030,Kite has serious login issues during peak hours.
Z08285,Very unhappy with the platform today. I missed out on a key trade. because of delayed market data.
Z00909,Kite's user interface is fantastic.
Z04965,"Best trading platform in India, hands down."
Z04678,"Best trading platform in India, hands down."
Z08023,Getting a response from customer support takes forever. My issue regarding occasional chart freezes remains unsolved.
Z03943,"I'm really impressed with the the console dashboard. Keep up the great work, Zerodha team!"
Z04426,Kite is so blazing fast. The the kite connect api is a key reason I use Zerodha.
Z02606,Love the incredibly smooth UI of Kite!
Z08022,The phone support line is always busy. My issue regarding GTT order trigger failures remains unsolved.
Z04892,Love the excellent UI of Kite!
Z02721,Zerodha's kite's user interface is reliable. works perfectly every time.
Z07786,Why does Kite always have delayed market data during market open? This is unacceptable.
Z09673,The support team seems to use scripted answers and doesn't solve the actual problem. My issue regarding delayed market data remains unsolved.
Z00034,Kite is so blazing fast. The the minimalist design makes trading a breeze.
Z08448,"The UI is clean, but the app is useless if I can't log in."
Z03213,Love the minimalist UI of Kite!
Z09003,Getting a response from customer support takes forever. My issue regarding occasional chart freezes remains unsolved.
Z04904,Zerodha's the gtt order feature is minimalist. is a key reason I use Zerodha.
Z01975,Zerodha's the search function is reliable. makes trading a breeze.
Z07267,"The recent update seems to have caused more problems, especially login issues during peak hours."
Z04455,The minimalist design is fantastic.
Z07449,Please fix the GTT order trigger failures!
Z00217,"I'm really impressed with the the kite connect api. Keep up the great work, Zerodha team!"
Z04235,Kite is so blazing fast. The the search function is the best in the market.
Z09058,Please fix the the lack of a specific indicator!
Z06542,"The recent update seems to have caused more problems, especially login issues during peak hours."
Z02032,"I'm really impressed with the order execution speed. Keep up the great work, Zerodha team!"
Z08628,Very unhappy with the platform today. It needs to be addressed immediately. because of customer support delays.
Z04441,Love the blazing fast UI of Kite!
Z02430,Kite is so minimalist. The the overall stability works perfectly every time.
Z05644,"The recent update seems to have caused more problems, especially login issues during peak hours."
Z06818,Getting a response from customer support takes forever. My issue regarding login issues during peak hours remains unsolved.
Z03165,Love the excellent UI of Kite!
Z03851,The minimalist and reliable design of Kite is perfect for focused trading. Highly recommended!
Z04906,The GTT order feature is fantastic.
Z01995,Zerodha's the console dashboard is reliable. makes trading a breeze.
Z05443,I am tired of facing GTT order trigger failures. I'm thinking of moving to a different broker due to this.
Z02008,"Best trading platform in India, hands down."
Z03584,Kite is so blazing fast. The the gtt order feature works perfectly every time.
Z05029,Why does Kite always have login issues during peak hours during market open? This is unacceptable.
Z03516,"Best trading platform in India, hands down."
Z02709,The search function is fantastic.
Z03894,The minimalist and user-friendly design of Kite is perfect for focused trading. Highly recommended!
Z02686,The minimalist and clean design of Kite is perfect for focused trading. Highly recommended!
Z02057,The minimalist and user-friendly design of Kite is perfect for focused trading. Highly recommended!
Z07597,Kite has serious occasional chart freezes.
Z06629,Very unhappy with the platform today. This is frustrating for a frequent trader. because of the app logging me out automatically.
Z00257,Kite is so excellent. The the overall stability makes trading a breeze.
Z06927,Kite has serious problems with Console reports.
Z03481,The overall stability is fantastic.
Z07588,Why does Kite always have delayed market data during market open? This is unacceptable.
Z02331,Kite is so clean. The order execution speed works perfectly every time.
Z09444,"The UI is clean, but the app is useless if I can't log in."
Z01581,The minimalist and clean design of Kite is perfect for focused trading. Highly recommended!
Z00819,Zerodha's the console dashboard is blazing fast. works perfectly every time.
Z00075,"I'm really impressed with the the search function. Keep up the great work, Zerodha team!"
Z06288,Please fix the the app logging me out automatically!
Z00727,Love the reliable UI of Kite!
Z06726,"The recent update seems to have caused more problems, especially occasional chart freezes."
Z04909,The minimalist and reliable design of Kite is perfect for focused trading. Highly recommended!
Z08156,"The recent update seems to have caused more problems, especially fund withdrawal processing time."
Z01334,Kite is so user-friendly. The the kite connect api works perfectly every time.
Z04773,"Best trading platform in India, hands down."
Z00895,"I'm really impressed with the the console dashboard. Keep up the great work, Zerodha team!"
Z09429,Please fix the delayed market data!
Z09856,I am tired of facing problems with Console reports. It needs to be addressed immediately.
Z06605,Very unhappy with the platform today. This is frustrating for a frequent trader. because of the app logging me out automatically.
Z05572,Getting a response from customer support takes forever. My issue regarding delayed market data remains unsolved.
Z00221,The Console dashboard is fantastic.
Z07731,Very unhappy with the platform today. I'm thinking of moving to a different broker due to this. because of the lack of a specific indicator.
Z02225,Order execution speed is fantastic.
Z01731,Kite is so incredibly smooth. The the console dashboard is the best in the market.
Z08987,I am tired of facing GTT order trigger failures. I missed out on a key trade.
Z08549,Kite has serious the app logging me out automatically.
Z01304,Love the efficient UI of Kite!
Z02866,The GTT order feature is fantastic.
Z00887,The minimalist and excellent design of Kite is perfect for focused trading. Highly recommended!
Z06751,Very unhappy with the platform today. This is frustrating for a frequent trader. because of login issues during peak hours.
Z07941,Very unhappy with the platform today. I missed out on a key trade. because of fund withdrawal processing time.
Z04206,"I'm really impressed with the the gtt order feature. Keep up the great work, Zerodha team!"
Z02892,The minimalist and top-notch design of Kite is perfect for focused trading. Highly recommended!
Z01146,The minimalist and efficient design of Kite is perfect for focused trading. Highly recommended!
Z00240,Love the reliable UI of Kite!
Z01887,Kite is so user-friendly. The order execution speed works perfectly every time.
Z00574,Zerodha's the console dashboard is minimalist. works perfectly every time.
Z09936,Please fix the login issues during peak hours!
Z00092,Kite is so reliable. The the kite connect api works perfectly every time.
Z02814,"Best trading platform in India, hands down."
Z02146,"Best trading platform in India, hands down."
Z00459,Zerodha's the console dashboard is reliable. works perfectly every time.
Z07303,Why does Kite always have fund withdrawal processing time during market open? This is unacceptable.
Z04281,"I'm really impressed with the the gtt order feature. Keep up the great work, Zerodha team!"
Z05265,Please fix the login issues during peak hours!
Z06721,"The UI is clean, but the app is useless if I can't log in."
Z05138,I am tired of facing GTT order trigger failures. I missed out on a key trade.
Z08857,Kite has serious the lack of a specific indicator.
Z02259,"Best trading platform in India, hands down."
Z06237,Why does Kite always have problems with Console reports during market open? This is unacceptable.
Z09568,Please fix the customer support delays!
Z07764,The phone support line is always busy. My issue regarding occasional chart freezes remains unsolved.
Z04769,"I'm really impressed with the the console dashboard. Keep up the great work, Zerodha team!"
Z01467,The TradingView charts is fantastic.
Z09634,"The recent update seems to have caused more problems, especially customer support delays."
Z08054,Very unhappy with the platform today. This is frustrating for a frequent trader. because of delayed market data.
Z02706,Love the incredibly smooth UI of Kite!
Z02086,"I'm really impressed with the the minimalist design. Keep up the great work, Zerodha team!"
Z07125,Kite has serious delayed market data.
Z00778,Kite's user interface is fantastic.
Z06068,Why does Kite always have fund withdrawal processing time during market open? This is unacceptable.
Z04253,"Best trading platform in India, hands down."
Z04834,Love the efficient UI of Kite!
Z01520,"I'm really impressed with the the gtt order feature. Keep up the great work, Zerodha team!"
Z02408,The minimalist and excellent design of Kite is perfect for focused trading. Highly recommended!
Z04806,"I'm really impressed with the the console dashboard. Keep up the great work, Zerodha team!"
Z02012,The TradingView charts is fantastic.
Z01157,The minimalist and excellent design of Kite is perfect for focused trading. Highly recommended!
Z08078,Why does Kite always have GTT order trigger failures during market open? This is unacceptable.
Z07157,Please fix the customer support delays!
Z01380,Love the minimalist UI of Kite!
Z04508,"I'm really impressed with the kite's user interface. Keep up the great work, Zerodha team!"
Z08931,Kite has serious delayed market data.
Z06101,"The recent update seems to have caused more problems, especially delayed market data."
Z06257,I am tired of facing customer support delays. I missed out on a key trade.
Z09324,Please fix the delayed market data!
Z06379,I am tired of facing occasional chart freezes. It needs to be addressed immediately.
Z04956,Kite is so excellent. The the overall stability works perfectly every time.
Z02818,Order execution speed is fantastic.
Z01912,Love the top-notch UI of Kite!
Z00808,The Console dashboard is fantastic.
Z04315,Love the blazing fast UI of Kite!
Z08318,Please fix the the lack of a specific indicator!
Z08683,Very unhappy with the platform today. I'm thinking of moving to a different broker due to this. because of customer support delays.
Z08206,Why does Kite always have login issues during peak hours during market open? This is unacceptable.
Z09670,Please fix the customer support delays!
Z09558,Please fix the login issues during peak hours!
Z01472,"I'm really impressed with the the console dashboard. Keep up the great work, Zerodha team!"
Z06395,Why does Kite always have delayed market data during market open? This is unacceptable.
Z02854,The overall stability is fantastic.
Z04319,"Best trading platform in India, hands down."
Z09049,"The UI is clean, but the app is useless if I can't log in."
Z08675,My ticket has been open for over a week with no resolution. My issue regarding occasional chart freezes remains unsolved.
Z02826,Zerodha's the kite connect api is clean. works perfectly every time.
Z02466,The TradingView charts is fantastic.
Z04475,"Best trading platform in India, hands down."
Z02760,The minimalist and clean design of Kite is perfect for focused trading. Highly recommended!
Z07837,I am tired of facing fund withdrawal processing time. I'm thinking of moving to a different broker due to this.
Z08770,"The UI is clean, but the app is useless if I can't log in."
Z08102,"The recent update seems to have caused more problems, especially fund withdrawal processing time."
Z06738,Getting a response from customer support takes forever. My issue regarding login issues during peak hours remains unsolved.
Z07071,"The recent update seems to have caused more problems, especially customer support delays."
Z06435,"The UI is clean, but the app is useless if I can't log in."
Z00266,The GTT order feature is fantastic.
Z08832,The phone support line is always busy. My issue regarding problems with Console reports remains unsolved.
Z08962,"The recent update seems to have caused more problems, especially fund withdrawal processing time."
Z02204,The minimalist and top-notch design of Kite is perfect for focused trading. Highly recommended!
Z02033,The minimalist and clean design of Kite is perfect for focused trading. Highly recommended!
Z03926,"Best trading platform in India, hands down."
Z00205,Love the efficient UI of Kite!
Z05271,Very unhappy with the platform today. This is frustrating for a frequent trader. because of customer support delays.
Z08389,The support team seems to use scripted answers and doesn't solve the actual problem. My issue regarding login issues during peak hours remains unsolved.
Z07340,"The UI is clean, but the app is useless if I can't log in."
Z08504,"The recent update seems to have caused more problems, especially problems with Console reports."
Z06176,Please fix the GTT order trigger failures!
Z05253,Getting a response from customer support takes forever. My issue regarding the lack of a specific indicator remains unsolved.
Z04566,The TradingView charts is fantastic.
Z09765,Very unhappy with the platform today. This is frustrating for a frequent trader. because of fund withdrawal processing time.
Z05043,"The recent update seems to have caused more problems, especially customer support delays."
Z07707,Kite has serious the app logging me out automatically.
Z00426,"I'm really impressed with the kite's user interface. Keep up the great work, Zerodha team!"
Z08918,I am tired of facing delayed market data. It's becoming very unreliable.
Z08626,"The UI is clean, but the app is useless if I can't log in."
Z06636,Getting a response from customer support takes forever. My issue regarding occasional chart freezes remains unsolved.
Z06733,I am tired of facing problems with Console reports. I'm thinking of moving to a different broker due to this.
Z03954,Love the clean UI of Kite!
Z09343,I am tired of facing problems with Console reports. This is frustrating for a frequent trader.
Z04755,Kite's user interface is fantastic.
Z09113,"The recent update seems to have caused more problems, especially occasional chart freezes."
Z08793,Why does Kite always have login issues during peak hours during market open? This is unacceptable.
Z01990,Kite is so blazing fast. The the tradingview charts is a key reason I use Zerodha.
Z06115,"The UI is clean, but the app is useless if I can't log in."
Z05028,The phone support line is always busy. My issue regarding GTT order trigger failures remains unsolved.
Z05699,Very unhappy with the platform today. It's becoming very unreliable. because of occasional chart freezes.
Z02705,Love the excellent UI of Kite!
Z01481,"Best trading platform in India, hands down."
Z02497,Love the clean UI of Kite!
Z05377,"The UI is clean, but the app is useless if I can't log in."
Z00634,The minimalist and excellent design of Kite is perfect for focused trading. Highly recommended!
Z06356,Why does Kite always have fund withdrawal processing time during market open? This is unacceptable.
Z01396,The GTT order feature is fantastic.
Z00381,Kite is so reliable. The order execution speed is a key reason I use Zerodha.
Z01901,"I'm really impressed with the order execution speed. Keep up the great work, Zerodha team!"
Z02286,Love the clean UI of Kite!
Z09043,Kite has serious the lack of a specific indicator.
Z08614,My ticket has been open for over a week with no resolution. My issue regarding occasional chart freezes remains unsolved.
Z06408,I am tired of facing GTT order trigger failures. It's becoming very unreliable.
Z02103,Zerodha's the minimalist design is blazing fast. is a key reason I use Zerodha.
Z06668,"The recent update seems to have caused more problems, especially occasional chart freezes."
Z08069,I am tired of facing occasional chart freezes. I'm thinking of moving to a different broker due to this.
Z09054,"The recent update seems to have caused more problems, especially problems with Console reports."
Z06938,"The recent update seems to have caused more problems, especially fund withdrawal processing time."
Z04493,Zerodha's the console dashboard is user-friendly. is the best in the market.
Z06708,Kite has serious fund withdrawal processing time.
Z03705,"I'm really impressed with the the overall stability. Keep up the great work, Zerodha team!"
Z05194,Getting a response from customer support takes forever. My issue regarding the app logging me out automatically remains unsolved.
Z00922,"I'm really impressed with the the gtt order feature. Keep up the great work, Zerodha team!"
Z07060,"The recent update seems to have caused more problems, especially the lack of a specific indicator."
Z09438,Very unhappy with the platform today. I missed out on a key trade. because of GTT order trigger failures.
Z04939,The minimalist and blazing fast design of Kite is perfect for focused trading. Highly recommended!
Z06431,Please fix the GTT order trigger failures!
Z07159,"The recent update seems to have caused more problems, especially the lack of a specific indicator."
Z07754,Why does Kite always have problems with Console reports during market open? This is unacceptable.
Z02026,The minimalist and efficient design of Kite is perfect for focused trading. Highly recommended!
Z06994,Kite has serious the app logging me out automatically.
Z08848,Very unhappy with the platform today. I missed out on a key trade. because of occasional chart freezes.
Z00573,"Best trading platform in India, hands down."
Z00019,"I'm really impressed with the the overall stability. Keep up the great work, Zerodha team!"
Z00344,"I'm really impressed with the kite's user interface. Keep up the great work, Zerodha team!"
Z04119,Love the clean UI of Kite!
Z03138,The minimalist and blazing fast design of Kite is perfect for focused trading. Highly recommended!
Z08401,Very unhappy with the platform today. This is frustrating for a frequent trader. because of the app logging me out automatically.
